user_id,age,gender,channel,vip_grade,total_spent,order_count,recency,churn
u_00454,20.0,M,MOBILE,1.0,446177.0,6,0,0
u_00455,39.0,F,WEB,2.0,454001.0,11,10,0
u_00456,43.0,M,WEB,0.0,169192.0,2,51,0
u_00457,41.0,M,MOBILE,1.0,468282.0,10,42,0
u_00458,38.0,F,AD,0.0,,3,38,0
u_00459,53.0,F,WEB,0.0,1331651.0,13,23,0
u_00460,39.0,M,WEB,2.0,589326.0,9,6,0
u_00461,37.0,M,AD,,121621.0,2,78,0
u_00462,24.0,F,WEB,5.0,711044.0,17,0,0
u_00463,41.0,F,REFERRAL,1.0,240814.0,4,42,0
u_00464,38.0,F,REFERRAL,3.0,645094.0,9,20,0
u_00465,32.0,F,MOBILE,3.0,626776.0,10,0,0
u_00466,59.0,F,AD,3.0,587917.0,11,56,0
u_00467,47.0,F,AD,1.0,206629.0,7,44,0
u_00468,27.0,F,AD,1.0,681348.0,7,76,0
u_00469,53.0,M,WEB,2.0,930647.0,9,93,0
u_00470,24.0,M,APP,4.0,1107418.0,14,0,0
u_00471,23.0,M,MOBILE,1.0,149987.0,2,10,0
u_00472,48.0,M,WEB,2.0,337758.0,3,43,0
u_00473,32.0,M,APP,3.0,1005222.0,15,0,0
u_00474,37.0,F,MOBILE,1.0,416272.0,11,0,0
u_00475,41.0,F,REFERRAL,2.0,424825.0,7,0,0
u_00476,46.0,F,MOBILE,1.0,365011.0,4,17,0
u_00477,23.0,M,MOBILE,1.0,873758.0,9,61,1
u_00478,32.0,F,MOBILE,4.0,1553915.0,17,132,0
u_00479,27.0,F,WEB,0.0,871714.0,9,23,0
u_00480,26.0,F,MOBILE,2.0,691401.0,11,247,1
u_00481,41.0,F,WEB,3.0,658592.0,11,0,0
u_00482,31.0,F,REFERRAL,3.0,1037085.0,14,0,0
u_00483,39.0,F,WEB,0.0,1002354.0,15,6,1
u_00484,44.0,M,AD,1.0,1159863.0,10,29,0
u_00485,29.0,M,REFERRAL,0.0,73015.0,1,72,0
u_00486,50.0,F,AD,5.0,819839.0,12,22,0
u_00487,42.0,M,APP,1.0,1123477.0,16,8,0
u_00488,33.0,M,WEB,1.0,538089.0,6,22,0
u_00489,43.0,M,REFERRAL,0.0,353521.0,3,16,0
u_00490,54.0,M,MOBILE,0.0,99778.0,1,52,1
u_00491,20.0,F,WEB,3.0,498862.0,12,0,0
u_00492,35.0,M,REFERRAL,0.0,192665.0,3,77,1
u_00493,20.0,F,REFERRAL,0.0,1235935.0,16,0,0
u_00494,33.0,F,WEB,0.0,1622272.0,13,62,0
u_00495,42.0,F,REFERRAL,2.0,424261.0,5,81,0
u_00496,46.0,F,MOBILE,1.0,472946.0,7,48,0
u_00497,43.0,F,WEB,0.0,4907.0,0,16,1
u_00498,43.0,M,APP,2.0,1358641.0,13,29,0
u_00499,46.0,M,MOBILE,1.0,535244.0,8,70,0
u_00500,40.0,M,WEB,0.0,341361.0,4,46,0
u_00501,36.0,F,REFERRAL,1.0,197739.0,2,23,0
u_00502,42.0,F,WEB,5.0,1187476.0,15,0,0
u_00503,37.0,F,REFERRAL,3.0,796085.0,9,119,0
u_00504,41.0,M,WEB,3.0,549169.0,8,85,0
u_00505,20.0,F,WEB,0.0,159754.0,2,23,0
u_00506,28.0,M,WEB,3.0,418812.0,9,26,0
u_00507,45.0,M,APP,1.0,756794.0,9,41,1
u_00508,29.0,M,REFERRAL,3.0,449499.0,9,0,0
u_00509,27.0,M,WEB,1.0,622084.0,10,26,0
u_00510,36.0,M,MOBILE,0.0,933713.0,12,39,0
u_00511,25.0,F,APP,0.0,52252.0,1,163,0
u_00512,41.0,F,MOBILE,4.0,984974.0,13,15,0
u_00513,36.0,F,MOBILE,0.0,634671.0,10,0,0
u_00514,50.0,F,REFERRAL,0.0,399025.0,9,14,0
u_00515,23.0,M,MOBILE,0.0,239947.0,2,123,1
u_00516,27.0,M,REFERRAL,3.0,829255.0,19,32,0
u_00517,29.0,M,WEB,,643242.0,10,5,0
u_00518,32.0,F,AD,2.0,538289.0,6,0,0
u_00519,43.0,M,APP,3.0,306929.0,5,24,0
u_00520,34.0,F,WEB,1.0,324062.0,4,111,0
u_00521,38.0,F,APP,0.0,169429.0,2,9,0
u_00522,36.0,F,MOBILE,1.0,748135.0,7,46,0
u_00523,37.0,F,APP,0.0,277737.0,5,44,1
u_00524,20.0,F,WEB,1.0,547065.0,6,14,0
u_00525,28.0,M,WEB,4.0,1093815.0,13,38,0
u_00526,37.0,M,MOBILE,2.0,589581.0,7,0,0
u_00527,22.0,M,AD,1.0,365819.0,9,187,1
u_00528,39.0,F,APP,1.0,429462.0,9,0,0
u_00529,38.0,F,MOBILE,0.0,179205.0,2,48,1
u_00530,45.0,F,MOBILE,1.0,682354.0,7,12,0
u_00531,20.0,F,MOBILE,1.0,408270.0,4,30,0
u_00532,37.0,M,WEB,1.0,564222.0,7,13,0
u_00533,37.0,M,WEB,0.0,516552.0,7,0,0
u_00534,31.0,F,MOBILE,2.0,964242.0,15,0,0
u_00535,40.0,M,REFERRAL,0.0,520636.0,5,189,0
u_00536,31.0,M,APP,1.0,785733.0,9,4,0
u_00537,40.0,F,WEB,4.0,695174.0,10,6,0
u_00538,,F,MOBILE,0.0,399725.0,4,198,0
u_00539,28.0,M,WEB,3.0,859160.0,11,0,0
u_00540,41.0,M,MOBILE,2.0,1015193.0,10,73,0
u_00541,20.0,F,MOBILE,0.0,284037.0,6,75,0
u_00542,51.0,M,MOBILE,3.0,349188.0,9,0,0
u_00543,30.0,M,WEB,0.0,418216.0,6,56,0
u_00544,38.0,F,REFERRAL,3.0,654884.0,9,51,0
u_00545,42.0,F,MOBILE,1.0,322781.0,5,0,1
u_00546,27.0,M,MOBILE,1.0,497358.0,7,0,0
u_00547,31.0,F,,2.0,628955.0,13,16,0
u_00548,24.0,M,APP,0.0,461230.0,5,40,1
u_00549,38.0,M,REFERRAL,4.0,2012444.0,15,35,0
u_00550,20.0,F,AD,2.0,1465084.0,12,7,0
u_00551,33.0,F,WEB,0.0,1072491.0,10,112,1
u_00552,43.0,M,WEB,2.0,579709.0,16,0,0
u_00553,39.0,F,APP,1.0,343935.0,5,0,0
u_00554,23.0,F,MOBILE,2.0,919647.0,12,0,0
u_00555,39.0,M,MOBILE,3.0,1180196.0,16,28,0
u_00556,46.0,M,REFERRAL,0.0,369615.0,5,34,0
u_00557,36.0,F,MOBILE,1.0,1258505.0,18,17,0
u_00558,20.0,M,WEB,2.0,672599.0,7,10,0
u_00559,38.0,F,MOBILE,2.0,2057841.0,29,110,0
u_00560,47.0,M,MOBILE,1.0,104059.0,2,0,0
u_00561,34.0,M,MOBILE,0.0,510906.0,9,0,0
u_00562,31.0,F,MOBILE,1.0,849550.0,9,12,0
u_00563,45.0,F,APP,0.0,262388.0,4,31,0
u_00564,26.0,M,MOBILE,1.0,373376.0,6,24,0
u_00565,24.0,F,WEB,1.0,918512.0,9,194,1
u_00566,47.0,M,REFERRAL,1.0,511928.0,4,10,0
u_00567,40.0,F,WEB,0.0,2662.0,0,85,1
u_00568,23.0,F,WEB,5.0,1381251.0,14,4,0
u_00569,26.0,F,WEB,2.0,587970.0,6,1,0
u_00570,50.0,F,MOBILE,0.0,632992.0,6,0,0
u_00571,58.0,F,MOBILE,3.0,507360.0,15,7,0
u_00572,27.0,F,MOBILE,0.0,2335.0,0,151,1
u_00573,33.0,M,AD,3.0,813664.0,14,47,0
u_00574,27.0,M,WEB,0.0,361088.0,4,112,0
u_00575,32.0,F,REFERRAL,0.0,189920.0,3,21,0
u_00576,48.0,F,APP,1.0,339186.0,9,53,0
u_00577,50.0,M,MOBILE,0.0,482950.0,5,0,0
u_00578,51.0,M,MOBILE,1.0,518215.0,5,8,0
u_00579,34.0,F,MOBILE,2.0,1202418.0,12,0,0
u_00580,46.0,F,AD,1.0,1301174.0,15,8,0
u_00581,37.0,M,REFERRAL,2.0,1302787.0,13,25,0
u_00582,47.0,M,MOBILE,2.0,205049.0,4,27,0
u_00583,50.0,F,MOBILE,1.0,543885.0,19,25,0
u_00584,36.0,F,MOBILE,0.0,90000.0,6,88,0
u_00585,54.0,M,REFERRAL,0.0,781194.0,7,36,1
u_00586,40.0,F,MOBILE,3.0,714307.0,13,10,0
u_00587,51.0,F,MOBILE,1.0,1476824.0,18,0,0
u_00588,44.0,F,APP,3.0,710667.0,12,2,0
u_00589,28.0,F,WEB,0.0,80570.0,1,0,0
u_00590,24.0,F,MOBILE,4.0,866788.0,13,0,0
u_00591,39.0,M,WEB,3.0,715578.0,10,70,0
u_00592,61.0,F,WEB,0.0,399349.0,4,39,0
u_00593,29.0,M,WEB,5.0,1753830.0,17,0,0
u_00594,34.0,M,AD,1.0,388584.0,5,29,0
u_00595,32.0,M,AD,5.0,1643403.0,15,0,0
u_00596,33.0,F,WEB,0.0,588635.0,6,75,0
u_00597,28.0,M,MOBILE,3.0,1138169.0,19,0,0
u_00598,47.0,M,REFERRAL,0.0,860814.0,8,33,0
u_00599,26.0,M,APP,0.0,3879.0,0,25,1
u_00600,39.0,M,REFERRAL,1.0,1196263.0,14,43,0
u_00601,26.0,F,APP,2.0,934117.0,-1,23,0
u_00602,34.0,F,MOBILE,4.0,1223331.0,24,100,0
u_00603,20.0,M,MOBILE,0.0,157140.0,4,22,1
u_00604,44.0,M,WEB,0.0,127790.0,2,30,0
u_00605,63.0,M,MOBILE,0.0,179203.0,4,40,0
u_00606,40.0,F,MOBILE,0.0,366946.0,9,228,1
u_00607,20.0,F,WEB,1.0,84554.0,2,0,1
u_00608,51.0,F,REFERRAL,0.0,195000.0,13,20,0
u_00609,49.0,F,REFERRAL,0.0,520208.0,6,28,0
u_00610,28.0,M,REFERRAL,0.0,185944.0,3,46,0
u_00611,57.0,M,MOBILE,5.0,1384815.0,18,20,0
u_00612,29.0,M,MOBILE,0.0,216301.0,3,110,1
u_00613,34.0,M,WEB,0.0,379543.0,4,25,0
u_00614,32.0,F,WEB,2.0,959952.0,18,0,0
u_00615,28.0,M,MOBILE,1.0,428849.0,9,0,0
u_00616,33.0,M,APP,0.0,82447.0,1,14,1
u_00617,31.0,F,MOBILE,1.0,420389.0,10,0,0
u_00618,33.0,M,MOBILE,2.0,1047191.0,16,0,0
u_00619,46.0,M,REFERRAL,0.0,468510.0,7,12,0
u_00620,24.0,M,WEB,5.0,1330537.0,17,0,0
u_00621,41.0,F,MOBILE,1.0,555596.0,8,106,1
u_00622,52.0,F,WEB,0.0,498135.0,8,76,1
u_00623,40.0,F,MOBILE,3.0,2604968.0,34,0,0
u_00624,35.0,M,MOBILE,1.0,517345.0,12,26,0
u_00625,23.0,M,APP,0.0,76865.0,1,22,1
u_00626,49.0,F,APP,0.0,727747.0,11,89,0
u_00627,36.0,M,MOBILE,0.0,725380.0,11,0,0
u_00628,30.0,M,WEB,0.0,213947.0,2,35,0
u_00629,46.0,F,MOBILE,3.0,309186.0,10,51,1
u_00630,41.0,M,APP,3.0,583770.0,18,0,0
u_00631,43.0,M,REFERRAL,0.0,319073.0,5,16,1
u_00632,37.0,M,APP,0.0,192732.0,3,0,1
u_00633,42.0,M,MOBILE,3.0,597480.0,15,40,0
u_00634,45.0,M,MOBILE,1.0,940074.0,10,74,0
u_00635,35.0,F,AD,0.0,457516.0,4,17,0
u_00636,35.0,F,MOBILE,1.0,902422.0,10,178,0
u_00637,20.0,M,MOBILE,4.0,1926151.0,20,49,0
u_00638,31.0,F,AD,0.0,35533.0,1,55,1
u_00639,52.0,M,WEB,0.0,538779.0,10,3,0
u_00640,27.0,M,APP,1.0,430126.0,7,150,1
u_00641,31.0,M,APP,1.0,838851.0,12,118,0
u_00642,44.0,M,APP,5.0,658592.0,20,124,0
u_00643,41.0,F,WEB,3.0,837608.0,10,57,0
u_00644,25.0,F,WEB,2.0,633827.0,10,15,0
u_00645,28.0,F,WEB,1.0,2361341.0,21,0,0
u_00646,50.0,F,REFERRAL,0.0,171677.0,3,20,0
u_00647,49.0,M,MOBILE,4.0,1017515.0,13,0,0
u_00648,20.0,F,WEB,0.0,71771.0,3,92,1
u_00649,64.0,F,,0.0,403280.0,8,14,1
u_00650,20.0,F,REFERRAL,2.0,592867.0,13,4,0
u_00651,37.0,M,WEB,0.0,176043.0,2,6,0
u_00652,51.0,M,AD,1.0,348341.0,4,34,0
u_00653,32.0,F,MOBILE,0.0,945249.0,11,31,1
u_00654,33.0,F,MOBILE,0.0,510812.0,9,20,0
u_00655,35.0,F,WEB,0.0,761000.0,9,7,0
u_00656,41.0,F,WEB,1.0,,23,15,0
u_00657,20.0,F,APP,3.0,1165921.0,10,25,0
u_00658,47.0,F,WEB,0.0,915.0,0,27,0
u_00659,48.0,F,MOBILE,1.0,1161844.0,10,22,0
u_00660,23.0,M,WEB,0.0,843400.0,8,31,1
u_00661,33.0,M,WEB,1.0,412750.0,5,0,1
u_00662,52.0,F,MOBILE,3.0,794393.0,9,0,0
u_00663,37.0,F,WEB,0.0,583838.0,8,154,1
u_00664,24.0,M,AD,2.0,457760.0,10,0,0
u_00665,37.0,M,REFERRAL,0.0,1716859.0,16,71,0
u_00666,59.0,M,AD,2.0,543440.0,7,109,1
u_00667,35.0,F,MOBILE,0.0,150000.0,10,0,0
u_00668,38.0,M,WEB,2.0,253191.0,4,8,0
u_00669,31.0,M,APP,2.0,644965.0,9,50,0
u_00670,,M,APP,3.0,1052271.0,14,0,0
u_00671,39.0,F,APP,4.0,1213242.0,18,0,0
u_00672,37.0,F,WEB,0.0,53717.0,1,18,0
u_00673,56.0,F,MOBILE,0.0,588676.0,5,0,1
u_00674,30.0,M,MOBILE,0.0,363760.0,8,82,0
u_00675,20.0,M,MOBILE,1.0,326067.0,7,86,1
u_00676,32.0,F,MOBILE,3.0,675150.0,8,0,0
u_00677,50.0,F,APP,0.0,610367.0,9,58,0
u_00678,24.0,F,,0.0,98101.0,1,71,0
u_00679,56.0,M,MOBILE,0.0,434712.0,6,68,0
u_00680,44.0,M,WEB,2.0,1573079.0,13,0,0
u_00681,47.0,M,APP,0.0,518689.0,5,20,0
u_00682,22.0,M,WEB,1.0,1029641.0,12,47,0
u_00683,34.0,M,MOBILE,0.0,453755.0,5,43,1
u_00684,44.0,M,WEB,0.0,685118.0,7,97,1
u_00685,43.0,M,AD,0.0,74057.0,1,59,0
u_00686,43.0,F,WEB,0.0,331123.0,6,36,0
u_00687,42.0,M,AD,0.0,722998.0,7,41,0
u_00688,37.0,M,REFERRAL,1.0,136836.0,3,55,0
u_00689,20.0,M,WEB,3.0,1470237.0,13,3,0
u_00690,,M,MOBILE,1.0,1698170.0,4,33,0
u_00691,20.0,M,WEB,0.0,506063.0,5,60,1
u_00692,22.0,F,APP,2.0,608217.0,12,16,0
u_00693,22.0,M,APP,0.0,137657.0,1,27,0
u_00694,39.0,F,REFERRAL,0.0,273460.0,6,22,1
u_00695,53.0,M,WEB,2.0,727080.0,25,60,0
u_00696,,M,REFERRAL,1.0,1021696.0,11,0,0
u_00697,20.0,M,MOBILE,0.0,469596.0,4,0,0
u_00698,41.0,F,MOBILE,1.0,972287.0,14,88,0
u_00699,55.0,M,WEB,0.0,3575.0,0,71,0
u_00700,34.0,M,WEB,1.0,1180296.0,17,11,0
u_00701,29.0,M,MOBILE,4.0,1645906.0,14,0,0
u_00702,20.0,F,APP,1.0,330266.0,10,120,1
u_00703,52.0,M,MOBILE,0.0,143980.0,2,50,0
u_00704,30.0,M,REFERRAL,0.0,859738.0,14,7,0
u_00705,39.0,M,MOBILE,0.0,832008.0,12,0,0
u_00706,51.0,M,WEB,0.0,125214.0,7,80,0
u_00707,34.0,M,REFERRAL,4.0,2126112.0,28,0,0
u_00708,37.0,M,APP,1.0,665381.0,5,29,0
u_00709,33.0,M,MOBILE,4.0,,15,23,0
u_00710,34.0,M,MOBILE,1.0,513877.0,9,0,0
u_00711,42.0,M,APP,0.0,585869.0,7,133,1
u_00712,41.0,F,MOBILE,1.0,432496.0,4,13,0
u_00713,50.0,M,REFERRAL,5.0,1286325.0,19,0,0
u_00714,42.0,M,WEB,1.0,569474.0,5,2,0
u_00715,32.0,M,WEB,0.0,153688.0,2,35,1
u_00716,30.0,M,MOBILE,4.0,2368546.0,21,48,0
u_00717,35.0,F,WEB,0.0,571948.0,7,64,0
u_00718,47.0,M,MOBILE,4.0,745057.0,12,0,0
u_00719,,F,WEB,1.0,512515.0,5,8,0
u_00720,22.0,M,WEB,1.0,195232.0,7,50,1
u_00721,41.0,M,MOBILE,0.0,368950.0,3,36,0
u_00722,21.0,F,APP,2.0,220058.0,3,218,1
u_00723,54.0,F,WEB,4.0,746870.0,13,84,0
u_00724,47.0,F,MOBILE,0.0,3274.0,0,36,1
u_00725,29.0,M,WEB,4.0,631470.0,10,0,0
u_00726,20.0,M,WEB,0.0,391732.0,10,0,0
u_00727,46.0,F,WEB,1.0,750112.0,11,41,0
u_00728,45.0,F,REFERRAL,0.0,843982.0,11,2,0
u_00729,50.0,M,WEB,2.0,250064.0,8,27,0
u_00730,46.0,M,MOBILE,5.0,1098746.0,14,0,0
u_00731,29.0,M,REFERRAL,0.0,167725.0,2,0,1
u_00732,32.0,F,APP,2.0,1345358.0,12,66,0
u_00733,35.0,F,APP,0.0,997419.0,11,38,0
u_00734,37.0,F,WEB,1.0,736823.0,11,20,0
u_00735,30.0,F,MOBILE,0.0,,1,0,0
u_00736,40.0,M,MOBILE,0.0,2254.0,0,271,1
u_00737,36.0,M,MOBILE,1.0,775257.0,7,0,0
u_00738,53.0,F,REFERRAL,2.0,423566.0,5,81,0
u_00739,46.0,M,WEB,0.0,102210.0,1,0,0
u_00740,42.0,F,WEB,0.0,678051.0,9,4,0
u_00741,42.0,F,WEB,0.0,364383.0,4,46,0
u_00742,33.0,M,MOBILE,0.0,1670.0,0,7,0
u_00743,38.0,M,WEB,0.0,70247.0,1,99,0
u_00744,35.0,F,REFERRAL,0.0,840070.0,7,17,0
u_00745,20.0,M,REFERRAL,0.0,253025.0,5,0,0
u_00746,26.0,M,WEB,1.0,243685.0,3,0,0
u_00747,41.0,M,REFERRAL,0.0,579816.0,6,21,0
u_00748,53.0,M,APP,3.0,1080926.0,16,5,0
u_00749,42.0,F,APP,0.0,232245.0,4,17,0
u_00750,40.0,M,MOBILE,1.0,612615.0,10,9,0
u_00751,55.0,F,WEB,0.0,242715.0,4,45,0
u_00752,34.0,M,WEB,1.0,265803.0,7,19,0
u_00753,49.0,F,WEB,0.0,95235.0,1,38,1
u_00754,54.0,F,WEB,0.0,1181568.0,13,56,0
u_00755,38.0,F,REFERRAL,0.0,180601.0,4,23,0
u_00756,36.0,M,WEB,2.0,371828.0,6,91,0
u_00757,,M,APP,0.0,43527.0,1,5,1
u_00758,43.0,F,MOBILE,0.0,95429.0,1,53,1
u_00759,28.0,F,AD,3.0,1243480.0,16,3,0
u_00760,20.0,F,MOBILE,1.0,900576.0,10,0,0
u_00761,20.0,M,WEB,0.0,1174994.0,11,58,0
u_00762,50.0,F,WEB,3.0,330120.0,10,33,0
u_00763,45.0,F,WEB,0.0,689686.0,12,55,0
u_00764,32.0,F,APP,0.0,74591.0,1,74,0
u_00765,28.0,M,MOBILE,1.0,1335834.0,13,32,0
u_00766,51.0,F,MOBILE,5.0,818930.0,15,25,0
u_00767,34.0,F,APP,4.0,2005575.0,19,0,0
u_00768,20.0,M,REFERRAL,0.0,601024.0,7,14,0
u_00769,34.0,F,APP,2.0,548238.0,9,0,0
u_00770,45.0,F,WEB,3.0,1447131.0,13,18,0
u_00771,34.0,F,MOBILE,0.0,1121124.0,12,63,0
u_00772,53.0,F,MOBILE,0.0,347200.0,8,67,0
u_00773,47.0,F,REFERRAL,0.0,74948.0,2,61,0
u_00774,48.0,F,MOBILE,1.0,196873.0,4,0,0
u_00775,20.0,F,AD,0.0,272394.0,6,36,1
u_00776,24.0,M,WEB,0.0,136158.0,2,31,1
u_00777,38.0,F,APP,0.0,118812.0,2,27,0
u_00778,26.0,F,REFERRAL,0.0,582528.0,6,8,0
u_00779,42.0,M,MOBILE,0.0,181963.0,2,32,0
u_00780,49.0,F,WEB,2.0,364294.0,4,81,0
u_00781,26.0,F,MOBILE,2.0,461234.0,6,9,0
u_00782,32.0,F,REFERRAL,0.0,56019.0,1,34,1
u_00783,34.0,F,APP,0.0,424603.0,5,36,1
u_00784,34.0,F,AD,0.0,231714.0,2,0,1
u_00785,39.0,M,MOBILE,0.0,613415.0,5,0,0
u_00786,44.0,M,APP,1.0,274231.0,5,62,0
u_00787,33.0,F,APP,4.0,925215.0,12,174,0
u_00788,41.0,M,AD,4.0,1150682.0,12,57,0
u_00789,20.0,M,MOBILE,1.0,206331.0,2,23,0
u_00790,52.0,M,APP,0.0,1340.0,0,2,0
u_00791,22.0,F,MOBILE,0.0,883131.0,12,25,1
u_00792,47.0,M,WEB,0.0,320627.0,4,1,0
u_00793,33.0,M,REFERRAL,3.0,1460285.0,15,103,1
u_00794,47.0,M,MOBILE,0.0,1963567.0,15,126,0
u_00795,36.0,F,APP,1.0,360474.0,6,18,0
u_00796,21.0,M,MOBILE,0.0,214374.0,4,0,0
u_00797,20.0,M,REFERRAL,0.0,366645.0,4,28,1
u_00798,29.0,M,APP,0.0,164178.0,3,43,0
u_00799,57.0,M,WEB,0.0,67535.0,1,43,1
u_00800,20.0,M,WEB,2.0,744781.0,10,36,0
u_00801,38.0,M,AD,0.0,312504.0,8,0,0
u_00802,43.0,M,WEB,1.0,746713.0,9,113,0
u_00803,44.0,F,MOBILE,0.0,114978.0,3,90,1
u_00804,,M,APP,1.0,554339.0,6,13,0
u_00805,48.0,M,MOBILE,3.0,943256.0,9,0,0
u_00806,41.0,M,AD,1.0,518022.0,6,12,1
u_00807,57.0,M,WEB,1.0,200013.0,3,0,0
u_00808,35.0,F,REFERRAL,4.0,945363.0,13,0,0
u_00809,37.0,M,MOBILE,3.0,1304221.0,15,0,0
u_00810,28.0,M,AD,0.0,105088.0,1,51,0
u_00811,50.0,M,APP,0.0,344286.0,5,15,0
u_00812,37.0,F,MOBILE,0.0,1258916.0,17,0,0
u_00813,39.0,F,AD,0.0,890042.0,8,18,0
u_00814,27.0,M,MOBILE,0.0,1025289.0,14,6,0
u_00815,48.0,F,WEB,0.0,456461.0,9,43,0
u_00816,24.0,M,MOBILE,0.0,190926.0,3,12,1
u_00817,35.0,M,MOBILE,2.0,721809.0,12,0,0
u_00818,24.0,F,MOBILE,4.0,1068558.0,14,0,0
u_00819,34.0,M,WEB,2.0,426328.0,5,0,0
u_00820,38.0,F,WEB,1.0,610210.0,6,25,1
u_00821,35.0,M,WEB,2.0,629017.0,14,21,0
u_00822,45.0,M,WEB,1.0,175743.0,3,54,0
u_00823,25.0,F,MOBILE,0.0,2075035.0,20,0,0
u_00824,40.0,M,WEB,1.0,684089.0,11,0,0
u_00825,53.0,F,WEB,1.0,631170.0,8,3,0
u_00826,28.0,F,APP,4.0,1546112.0,18,3,0
u_00827,30.0,F,APP,3.0,1391650.0,23,102,0
u_00828,27.0,F,APP,1.0,811115.0,10,69,0
u_00829,58.0,F,REFERRAL,3.0,625489.0,9,25,0
u_00830,26.0,F,MOBILE,0.0,103571.0,2,52,0
u_00831,28.0,F,APP,1.0,445463.0,8,71,0
u_00832,61.0,M,WEB,0.0,1064838.0,12,32,0
u_00833,60.0,M,AD,0.0,3378.0,0,31,1
u_00834,39.0,F,REFERRAL,1.0,384074.0,11,0,0
u_00835,20.0,M,APP,1.0,247286.0,5,34,1
u_00836,26.0,F,APP,2.0,1181054.0,23,0,0
u_00837,33.0,M,REFERRAL,2.0,555280.0,7,32,1
u_00838,28.0,M,REFERRAL,0.0,727792.0,7,22,0
u_00839,31.0,M,REFERRAL,1.0,774329.0,13,0,0
u_00840,38.0,M,REFERRAL,1.0,4265410.0,6,18,1
u_00841,31.0,F,WEB,0.0,148881.0,2,177,1
u_00842,,M,MOBILE,0.0,232423.0,2,2,0
u_00843,20.0,M,REFERRAL,1.0,1551591.0,18,109,0
u_00844,38.0,M,MOBILE,0.0,420635.0,4,46,0
u_00845,23.0,F,WEB,2.0,543801.0,6,13,1
u_00846,39.0,F,WEB,0.0,339872.0,3,20,0
u_00847,45.0,F,AD,0.0,474653.0,8,12,0
u_00848,20.0,M,WEB,1.0,733872.0,9,59,0
u_00849,34.0,F,APP,0.0,1098193.0,14,112,0
u_00850,26.0,M,MOBILE,4.0,817441.0,19,0,0
u_00851,22.0,M,WEB,4.0,1744201.0,17,0,0
u_00852,20.0,M,APP,0.0,183657.0,3,82,0
u_00853,41.0,M,MOBILE,0.0,345637.0,6,157,1
u_00854,35.0,F,WEB,4.0,984464.0,17,131,0
u_00855,28.0,F,APP,3.0,810983.0,11,0,0
u_00856,28.0,F,MOBILE,3.0,518118.0,7,59,0
u_00857,35.0,F,REFERRAL,1.0,1485380.0,15,87,0
u_00858,26.0,M,WEB,0.0,857.0,0,11,1
u_00859,44.0,M,MOBILE,4.0,672815.0,8,0,0
u_00860,51.0,F,MOBILE,1.0,568596.0,9,40,0
u_00861,37.0,M,APP,2.0,1803853.0,25,0,0
u_00862,37.0,F,MOBILE,0.0,1408947.0,15,0,0
u_00863,20.0,M,APP,0.0,551178.0,5,17,0
u_00864,33.0,M,MOBILE,4.0,1176544.0,18,0,0
u_00865,35.0,M,AD,5.0,1726212.0,17,33,0
u_00866,22.0,M,APP,1.0,2037874.0,20,0,0
u_00867,36.0,M,WEB,0.0,983113.0,19,33,0
u_00868,42.0,M,WEB,0.0,519802.0,5,87,1
u_00869,29.0,M,REFERRAL,0.0,154703.0,4,47,1
u_00870,41.0,M,APP,0.0,322273.0,4,24,0
u_00871,38.0,F,MOBILE,0.0,1189827.0,14,0,0
u_00872,33.0,M,MOBILE,0.0,486650.0,5,0,0
u_00873,20.0,M,APP,1.0,286372.0,4,0,0
u_00874,56.0,F,APP,0.0,1417334.0,13,68,0
u_00875,41.0,F,MOBILE,1.0,921084.0,10,4,0
u_00876,46.0,F,MOBILE,0.0,450927.0,5,14,0
u_00877,40.0,M,AD,0.0,106150.0,2,19,0
u_00878,29.0,F,AD,2.0,1300274.0,12,71,0
u_00879,56.0,F,MOBILE,0.0,2538.0,0,22,1
u_00880,33.0,F,WEB,0.0,293332.0,3,20,0
u_00881,36.0,F,MOBILE,1.0,955535.0,14,119,0
u_00882,43.0,F,MOBILE,0.0,335427.0,5,35,0
u_00883,20.0,F,MOBILE,4.0,988023.0,9,0,0
u_00884,44.0,F,MOBILE,1.0,302456.0,8,70,0
u_00885,36.0,M,MOBILE,0.0,154161.0,2,0,0
u_00886,42.0,M,WEB,2.0,506244.0,8,188,0
u_00887,39.0,F,MOBILE,3.0,545430.0,9,0,0
u_00888,38.0,F,WEB,2.0,592768.0,9,46,0
u_00889,46.0,F,REFERRAL,0.0,326052.0,6,17,0
u_00890,31.0,M,MOBILE,0.0,1320168.0,11,131,0
u_00891,30.0,M,MOBILE,0.0,98980.0,1,83,0
u_00892,26.0,F,MOBILE,1.0,170364.0,2,0,0
u_00893,24.0,M,AD,0.0,273415.0,5,88,1
u_00894,32.0,F,WEB,1.0,888975.0,9,16,0
u_00895,29.0,M,APP,2.0,736284.0,9,42,0
u_00896,42.0,F,WEB,0.0,1351681.0,9,18,0
u_00897,27.0,F,APP,1.0,466471.0,10,26,0
u_00898,21.0,M,MOBILE,1.0,2372430.0,18,0,0
u_00899,33.0,F,MOBILE,0.0,174870.0,2,287,1
u_00900,45.0,M,WEB,0.0,405329.0,5,104,0
u_00901,20.0,F,REFERRAL,1.0,1220629.0,16,0,0
u_00902,52.0,M,WEB,1.0,617137.0,12,65,0
u_00903,39.0,M,APP,1.0,947992.0,14,59,0
u_00904,20.0,F,MOBILE,0.0,74426.0,1,8,1
