product_id,product_name,category_id,brand,price,cost,stock,launch_date,status,rating_avg,review_count
294,Tefal 프라이팬 28cm Lite,41,Tefal,8500,6108,56,14JUL2024,active,4.17,18
295,Fissler 압력솥 Pro,41,Fissler,27700,21576,561,01FEB2026,active,4.04,24
296,위즈덤하우스 죽고 싶지만 떡볶이는 먹고 싶어 Mini,52,위즈덤하우스,22600,13924,177,09JAN2025,active,3.87,15
297,CJ 비비고 만두 Basic,32,CJ,4100,2762,292,16MAY2024,active,4.05,20
298,송월타월 호텔 수건 6매 Pro,45,송월타월,26300,17691,45,15MAR2023,active,4.33,18
299,문학동네 데미안 Plus,51,문학동네,10600,6818,169,16FEB2024,active,4.22,23
300,IKEA 샐러드볼 Premium,42,IKEA,6500,3827,270,11APR2024,active,4.0,11
301,창비 82년생 김지영 Basic,51,창비,23000,17820,416,25NOV2022,discontinued,3.86,21
302,MIXXO 데님 Pro,8,MIXXO,51400,38357,138,17SEP2025,active,3.96,27
303,농협 감자 3kg Basic,29,농협,3500,2326,246,05MAY2022,active,4.35,31
304,ZARA Knit,7,ZARA,18300,12604,147,11OCT2023,active,3.74,19
305,한빛미디어 데일 카네기 인간관계론 Basic,54,한빛미디어,29200,17586,229,13OCT2023,active,3.89,18
306,Samsung QLED TV Basic,25,Samsung,157600,106391,373,25JUL2022,active,4.32,19
307,Corelle 접시 세트 Mini,42,Corelle,9300,6601,79,20MAR2025,active,4.0,21
308,코사홀리 이불 세트 Plus,45,코사홀리,15300,10227,64,10JUN2026,active,4.24,21
309,아모레퍼시픽 바디워시 Max,44,아모레퍼시픽,39300,30566,87,11NOV2023,active,3.69,16
310,H&M 롱 원피스 Max,9,H&M,45700,31560,87,10JUL2024,active,4.12,24
311,길벗 지적 대화를 위한 넓고 얕은 지식 Pro,54,길벗,19700,12515,203,01DEC2022,active,4.3,20
312,에스티로더 더블 웨어 Basic,64,에스티로더,21100,15352,381,21MAY2025,discontinued,3.89,18
313,한빛미디어 JLPT N2 Pro,57,한빛미디어,20400,12019,475,31MAY2024,active,4.0,13
314,Starbucks 비아 콜롬비아 Mini,36,Starbucks,5200,3319,572,06AUG2022,soldout,3.86,28
315,Dove 치약 3개입 Mini,44,Dove,5100,3211,538,26AUG2025,active,3.5,22
316,LG생활건강 고무장갑 Lite,47,LG생활건강,21400,13895,213,29AUG2023,active,3.94,16
317,위즈덤하우스 아주 작은 습관의 힘,54,위즈덤하우스,24000,17515,73,18JUN2022,active,4.25,20
318,YES24 아몬드 Mini,51,YES24,22500,14880,60,22JUL2025,active,4.12,16
319,Ottogi 오뚜기 카레 Lite,32,Ottogi,5000,3663,542,07SEP2022,active,4.0,20
320,LG생활건강 샤프란 리필 Plus,48,LG생활건강,7500,5119,218,24FEB2026,active,3.89,18
321,Ottogi 햄 캔 Pro,34,Ottogi,1500,943,11,05DEC2022,active,4.04,27
322,교보문고 한강 소년이 온다 Premium,51,교보문고,17300,12737,414,31JUL2023,active,4.2,30
323,MLB 플리스 Plus,5,MLB,69500,42034,31,17MAR2024,active,4.0,19
324,풀무원 바나나 1송이 Mini,28,풀무원,9800,5895,159,25MAR2022,active,3.88,25
325,Twinings 잉글리시 브렉퍼스트 Plus,37,Twinings,8700,5794,236,24DEC2023,active,4.0,20
326,샤넬 루쥬 코코 Plus,65,샤넬,28400,17323,180,02MAY2024,active,4.17,18
327,락앤락 먼지털이,47,락앤락,25600,14133,557,18MAR2025,active,4.06,17
328,The North Face 후디 자켓,5,The North Face,63200,44183,340,19MAR2026,active,4.05,19
329,라네즈 수분 로션,62,라네즈,23000,15353,457,02MAR2025,discontinued,3.86,22
330,Nescafe 골드 블렌드 Plus,36,Nescafe,7800,5089,79,23OCT2023,active,4.08,12
331,애경 스파크 세탁 세제 Mini,48,애경,9600,7415,472,25APR2024,active,3.75,20
332,해태 홈런볼 Premium,33,해태,7100,4837,111,13JUN2024,active,3.65,20
333,CJ 스팸 Basic,34,CJ,1900,1422,291,20JUN2025,active,3.54,13
334,Uniqlo EZY Ankle Plus,4,Uniqlo,17400,10128,382,27MAY2026,active,4.0,17
335,락앤락 냄비 세트 Lite,41,락앤락,25200,17159,16,28JUN2024,active,3.67,15
336,디올 어딕트 Mini,65,디올,52100,39055,492,03SEP2022,discontinued,4.22,18
337,ZARA Slim Chino Plus,4,ZARA,53100,36326,330,29JUN2022,active,4.32,25
338,에비앙 750ml Premium,38,에비앙,5200,3718,485,17APR2024,active,3.71,21
339,LG OLED TV Basic,25,LG,105300,66925,405,20OCT2023,active,3.88,25
340,SKII 피테라 에센스,62,SKII,28400,16223,116,02JAN2022,active,4.09,23
341,민음사 무진기행 Mini,51,민음사,19500,12778,554,10APR2025,discontinued,3.69,26
342,Xiaomi Redmi Max,15,Xiaomi,320900,205610,114,13JUL2022,active,4.25,16
343,설화수 자정 토너 Basic,61,설화수,19300,14463,548,28FEB2023,active,3.9,20
344,Nivea 핸드워시 Lite,44,Nivea,31700,19213,546,30DEC2023,active,3.57,14
345,나스 오르가즘 블러셔 Plus,65,나스,28600,22089,335,20OCT2023,active,4.15,20
346,Volvic 1.5L 12개입 Premium,38,Volvic,6700,5161,335,07NOV2023,active,3.79,19
347,YES24 역행자 Max,54,YES24,22200,13474,146,26MAR2025,active,3.83,23
348,오설록 제주 녹차 Premium,37,오설록,2400,1512,121,31MAR2022,active,4.38,16
349,Illy 에스프레소 원두 Max,36,Illy,5600,4233,80,04SEP2024,active,3.35,17
350,MSI MEG Mini,20,MSI,976500,754173,374,08JUN2022,active,4.18,22
351,나이키키즈 카라 티 Max,11,나이키키즈,108100,70480,569,08DEC2024,active,3.93,29
352,위즈덤하우스 캠핑 요리 Lite,55,위즈덤하우스,16500,10293,62,23NOV2023,active,4.18,22
353,CJ 제일제당 닭가슴살 2kg Lite,30,CJ 제일제당,4100,2751,503,02FEB2025,active,4.14,21
354,Uniqlo Basic Tee Pro,3,Uniqlo,42600,30168,448,04JUL2026,active,4.28,18
355,카터스 조거팬츠 Lite,12,카터스,42000,25741,427,11AUG2023,active,3.86,21
356,Dyson 냉장고 Basic,24,Dyson,1016600,731330,426,25NOV2025,active,3.83,24
357,Razer DeathAdder Max,21,Razer,243300,136705,420,13FEB2022,active,4.12,16
358,HP Pavilion Lite,19,HP,374000,209940,321,02JUN2023,active,3.62,26
359,샘표 옥수수 Mini,34,샘표,2200,1405,165,06SEP2024,active,4.14,22
360,LG 광파오븐 Premium,23,LG,241000,152143,596,26JAN2026,active,4.35,20
361,한샘 유리컵 6개,42,한샘,16700,10397,460,15FEB2024,discontinued,4.11,19
362,YES24 아버지의 해방일지 Premium,52,YES24,22500,14916,458,16OCT2022,active,3.84,19
363,H&M Cargo Pants Pro,4,H&M,24500,15282,188,17APR2024,active,3.91,23
364,피죤 섬유유연제 Premium,48,피죤,21200,12597,463,12OCT2025,active,4.0,20
365,롯데 골뱅이 Max,34,롯데,10700,6646,378,15MAR2025,active,4.0,24
366,농심 새우깡 Pro,33,농심,19000,14710,1,28OCT2023,active,3.71,21
367,동서 현미녹차 100T Max,37,동서,5100,3287,363,01JAN2022,active,4.21,24
368,CJ 포스틱 Mini,33,CJ,3100,2022,71,10SEP2025,active,4.05,22
369,오리온 초코파이 Pro,33,오리온,2400,1638,426,28JUL2024,active,3.95,21
370,맥 맥 립스틱 Plus,65,맥,15300,11875,169,14JAN2022,discontinued,3.93,14
371,스톤헨지 슬립 드레스 Basic,9,스톤헨지,76800,46507,204,29JAN2022,active,4.06,16
372,Cuchen 밥솥 Basic,23,Cuchen,178200,125933,336,04DEC2023,active,4.0,21
373,문법의 원리 토익 스피킹 Max,57,문법의 원리,26500,18938,471,03FEB2025,active,4.0,16
374,문학동네 데미안 Premium,51,문학동네,11500,7931,194,17FEB2026,active,4.09,23
375,뉴발란스키즈 데님,12,뉴발란스키즈,24000,13688,274,01JUN2026,active,4.1,20
376,Uniqlo A라인 스커트,8,Uniqlo,33100,23358,6,18SEP2022,active,4.41,17
377,라네즈 워터 토너 Plus,61,라네즈,19400,10955,565,24SEP2024,soldout,3.76,21
378,H&M Cardigan Pro,7,H&M,63500,43631,572,09MAR2025,active,3.84,19
379,MIXXO 니트 원피스 Plus,9,MIXXO,107700,77555,598,11JUN2024,active,4.09,22
380,Downy 주방 세제 Plus,48,Downy,9000,5386,177,13JUN2024,discontinued,4.29,17
381,무인양품 샤워 타월 Premium,45,무인양품,10300,7658,241,21APR2025,active,3.82,11
382,교보문고 원씽,54,교보문고,15200,8466,202,24APR2026,discontinued,4.43,21
383,Estee Lauder 리페어 크림 Pro,62,Estee Lauder,41100,30581,542,23JAN2025,active,4.25,16
384,Winia 공기청정기 Mini,24,Winia,403400,264580,461,29MAR2022,soldout,4.18,22
385,Lenovo IdeaCentre Premium,20,Lenovo,1016900,610185,79,13JAN2025,active,4.16,19
386,입생로랑 뷰티 넘버 원 Plus,65,입생로랑,59100,34323,522,21MAR2022,active,3.86,22
387,IKEA 얼굴 수건 Plus,45,IKEA,6500,5000,416,13OCT2023,discontinued,4.16,19
388,풀무원 양파망 1.8kg Mini,29,풀무원,7000,3966,383,15APR2022,active,3.95,21
389,Sony BRAVIA Plus,25,Sony,1101500,656264,390,31OCT2024,active,4.22,18
390,CJ 상추 200g Plus,29,CJ,3400,2141,125,11JUL2024,active,4.31,16
391,광주요 도자기 밥공기 Plus,42,광주요,11100,7688,493,24APR2022,active,4.12,24
392,제주삼다수 500ml 20개입 Basic,38,제주삼다수,3300,2228,46,15AUG2025,active,3.88,17
393,해커스 영어 회화 100일 Premium,57,해커스,13300,7699,475,19APR2025,active,4.17,23
394,평창수 2L 6개입 Lite,38,평창수,1500,924,463,02JUN2023,active,3.5,18
395,동원 참치캔 Premium,34,동원,1900,1149,122,04MAR2022,active,4.09,22
396,Google Pixel Mini,15,Google,463400,277629,473,26JAN2026,active,3.85,20
397,Dell XPS Plus,19,Dell,1097000,707085,133,25JUN2023,active,3.63,19
398,ZARA Slim Polo Premium,3,ZARA,25100,17869,561,15APR2025,active,3.83,24
399,H&M Tech Tee Basic,3,H&M,24600,14760,22,08APR2026,active,3.74,19
400,교보문고 모든 순간이 너였다,52,교보문고,32200,20425,565,25JUL2023,discontinued,4.0,29
401,Tide 표백제 Mini,48,Tide,6800,4351,234,30JAN2023,active,3.89,27
402,녹차원 얼그레이 Max,37,녹차원,1500,1161,58,10FEB2023,active,4.64,11
403,이니스프리 수분 크림 Premium,62,이니스프리,18000,13852,163,18MAY2026,discontinued,3.62,21
404,MUJI Trefoil Hoodie Max,3,MUJI,24300,17836,215,24JAN2022,active,4.03,31
405,Midea 무선청소기 Plus,24,Midea,155000,93865,182,11DEC2024,active,4.19,21
406,헤라 레조나 토너 Basic,61,헤라,27500,15555,568,09APR2023,active,3.91,23
407,ZARA Culotte Basic,8,ZARA,64100,39927,89,02MAY2023,discontinued,4.06,16
408,롯데 빼빼로 Premium,33,롯데,1900,1161,310,17OCT2022,active,4.0,9
409,메디안 스킨 로션 Mini,44,메디안,14000,9329,556,28FEB2024,active,4.18,22
410,Nike 패딩 Mini,5,Nike,46000,33528,256,26FEB2022,active,3.9,21
411,Samsung 갤럭시북 Basic,19,Samsung,420800,314511,532,27MAR2026,active,4.26,23
412,아이시스 500ml 40개입 Mini,38,아이시스,5500,4093,532,15FEB2025,active,4.5,14
413,Samsung 세탁기 Basic,24,Samsung,498000,315097,51,14OCT2022,active,4.14,14
414,시원스쿨 TOEIC 실전 Premium,57,시원스쿨,11700,8284,337,24AUG2025,active,4.12,17
415,해태 홈런볼 Lite,33,해태,14000,8707,170,05OCT2023,active,4.18,22
416,LG생활건강 샴푸 700ml Basic,44,LG생활건강,28200,15905,66,10AUG2024,active,3.88,16
417,Roccat Kone Max,21,Roccat,903400,642642,299,10NOV2024,active,3.47,15
418,MUJI 수저 세트 Mini,42,MUJI,24500,13530,231,14APR2026,active,4.06,17
419,MUJI Wide Pants Basic,8,MUJI,15000,9661,67,24JAN2025,soldout,3.57,21
420,더타올 목욕 수건 Basic,45,더타올,23200,14517,505,31JAN2023,active,3.37,19
421,H&M 슬랙스 Premium,8,H&M,53800,38169,27,04SEP2025,active,3.88,24
422,LG gram Mini,19,LG,175900,127744,50,08NOV2024,discontinued,4.14,22
423,LG 건조기 Lite,24,LG,388800,241033,259,18DEC2022,active,4.16,25
424,에비앙 750ml Premium,38,에비앙,5900,4346,590,01MAR2024,active,4.11,19
425,Volvic 1.5L 12개입 Lite,38,Volvic,15700,9696,585,05NOV2024,active,3.58,19
426,동원 동원 참치,32,동원,8100,5286,183,16FEB2022,active,4.12,17
427,에스티로더 어드밴스드 토너 Premium,61,에스티로더,17600,12622,22,14FEB2026,active,3.95,22
428,문학동네 홈베이킹 기초 Mini,55,문학동네,32100,22770,128,05MAY2026,active,3.71,17
429,창비 82년생 김지영 Pro,51,창비,16600,12899,290,23OCT2024,active,4.0,22
430,송월타월 호텔 수건 6매 Mini,45,송월타월,11400,6860,500,08NOV2023,active,4.17,29
431,길벗 HSK 5급 Mini,57,길벗,14300,10043,185,03APR2025,active,3.94,18
432,Ottogi 햄 캔 Lite,34,Ottogi,1500,1035,478,08SEP2023,active,3.89,19
433,Apple iPad Lite,16,Apple,414200,314987,570,14OCT2025,active,4.12,25
434,MIXXO 데님 Mini,8,MIXXO,48900,28653,491,01FEB2022,active,4.0,15
435,YES24 와인 입문 Mini,55,YES24,13900,10048,512,02MAR2023,active,3.47,17
436,문학동네 언어의 온도 Mini,52,문학동네,19300,13137,66,14OCT2022,discontinued,4.14,22
437,무인양품 밀대 Lite,47,무인양품,7900,4844,466,18JUL2022,active,3.9,21
438,Lenovo ThinkPad Tab Mini,16,Lenovo,406500,267932,284,23JUN2026,active,4.19,16
439,이마트 오이 5개 Mini,29,이마트,6100,3823,416,27DEC2023,active,3.69,16
440,LG생활건강 샤프란 리필,48,LG생활건강,14900,10180,99,28DEC2024,active,3.68,19
441,Nike AIRism Shirt Plus,3,Nike,15000,11317,188,03JAN2022,active,4.26,27
442,Uniqlo A라인 스커트 Pro,8,Uniqlo,27900,18998,387,27MAR2024,active,3.82,17
443,MUJI Basic Tee Max,7,MUJI,99300,69042,240,26MAR2022,active,4.07,29
444,Dyson 냉장고 Pro,24,Dyson,329200,220337,416,15AUG2024,active,4.17,23
445,맥심 모카 골드 Plus,36,맥심,4900,2752,175,11DEC2025,soldout,4.24,25
446,Winia 공기청정기 Max,24,Winia,419900,253433,386,25MAY2026,active,4.0,19
447,MUJI Jogger Premium,4,MUJI,93000,61673,470,17FEB2024,active,3.92,13
448,IKEA 샐러드볼 Mini,42,IKEA,28900,17957,232,06MAR2026,active,4.14,14
449,애경 스파크 세탁 세제 Plus,48,애경,21600,12783,451,13MAY2025,active,4.14,22
450,Cuchen 전기밥솥,41,Cuchen,7400,4928,276,09JUL2024,active,3.94,17
451,풀무원 양념갈비 Premium,30,풀무원,6300,3932,228,11MAR2026,discontinued,4.63,19
452,카누 미니 Mini,36,카누,7300,4448,170,03MAR2024,active,3.9,20
453,Apple MacBook Lite,19,Apple,290900,191038,212,19JAN2025,active,4.08,13
454,한빛미디어 데일 카네기 인간관계론 Basic,54,한빛미디어,11500,6677,281,26OCT2025,active,4.19,27
455,YES24 아몬드 Plus,51,YES24,32200,24580,40,05OCT2022,soldout,4.0,16
456,교보문고 한강 소년이 온다 Lite,51,교보문고,14400,10793,121,05FEB2023,active,4.05,21
457,한빛미디어 JLPT N2 Plus,57,한빛미디어,31100,22166,226,09FEB2023,active,3.8,15
458,Lenovo ThinkPad,19,Lenovo,804700,462243,293,02APR2022,active,3.87,15
459,Adidas 바람막이 Plus,5,Adidas,46300,33727,599,28SEP2022,active,3.82,22
460,Adidas Basic Tee Lite,3,Adidas,47600,35025,266,22FEB2022,active,4.28,18
461,민음사 무진기행,51,민음사,9300,6757,540,11JAN2022,active,3.84,19
462,설화수 자정 안티에이징 Max,62,설화수,33600,19360,450,31AUG2023,active,4.05,21
463,Microsoft Surface Pro,16,Microsoft,1035300,722741,448,30DEC2025,active,4.0,19
464,아모레퍼시픽 바디워시 Mini,44,아모레퍼시픽,20100,14912,60,07NOV2023,soldout,4.19,21
465,HP Omen Plus,20,HP,485300,331358,501,25FEB2022,active,4.37,19
466,ASUS ZenBook Mini,19,ASUS,1235700,863351,146,25OCT2023,active,3.71,28
467,3M 테이프 클리너 Basic,47,3M,11900,7799,333,19JAN2022,active,4.08,26
468,Levi's 501 Jeans Lite,4,Levi's,25000,16790,141,16OCT2024,active,3.96,27
469,길벗 지적 대화를 위한 넓고 얕은 지식 Mini,54,길벗,17300,9651,43,12AUG2022,active,4.18,22
470,CJ 스팸 Lite,34,CJ,8400,5854,143,01APR2022,active,3.67,15
471,TCL C815 Mini,25,TCL,157800,89746,332,07JUL2022,active,4.08,25
472,제주삼다수 500ml 20개입 Pro,38,제주삼다수,5900,3835,496,22SEP2025,active,4.15,26
473,아디다스키즈 레깅스 Pro,12,아디다스키즈,59000,36421,395,14NOV2022,active,4.13,23
474,Dove 치약 3개입,44,Dove,11300,7632,54,12MAR2025,active,3.71,24
475,평창수 2L 6개입 Pro,38,평창수,10600,6155,306,20APR2024,active,3.94,17
476,Huawei MatePad,16,Huawei,649900,460829,422,08OCT2022,active,3.84,25
477,아이시스 500ml 40개입 Pro,38,아이시스,22000,16122,416,24NOV2023,active,3.94,17
478,창비 나는 나로 살기로 했다 Pro,52,창비,12000,7050,324,05MAY2022,active,3.93,30
479,메이크업포에버 HD 파운데이션 Pro,64,메이크업포에버,48900,28068,79,19APR2023,active,3.35,17
480,컬럼비아키즈 체크 셔츠 Lite,11,컬럼비아키즈,19700,11494,30,26FEB2026,active,3.92,13
481,MIXXO Turtleneck Plus,7,MIXXO,15000,11276,111,15JUN2026,discontinued,4.0,18
482,Fitbit Charge,17,Fitbit,130400,87561,557,23AUG2025,active,3.88,26
483,Nivea 핸드워시 Mini,44,Nivea,18400,12097,563,21MAY2024,active,4.0,17
484,교보문고 백종원의 육아 레시피 Pro,55,교보문고,17500,10054,471,16MAY2026,active,4.0,27
485,Tetley 캐모마일 Lite,37,Tetley,3500,2447,73,25MAR2024,active,3.71,24
486,풀무원 풀무원 두부 Lite,32,풀무원,1500,1124,552,24MAY2023,active,4.39,23
487,길벗 집에서 만드는 파스타 Lite,55,길벗,12300,9107,478,30APR2025,active,4.23,22
488,Samsung 갤럭시탭,16,Samsung,443500,307785,588,23NOV2023,active,4.0,18
489,문법의 원리 토익 스피킹 Plus,57,문법의 원리,22400,12707,386,13MAR2022,active,4.04,25
490,Samsung 갤럭시,15,Samsung,438000,252222,563,04OCT2025,active,3.31,13
491,Starbucks 비아 콜롬비아 Mini,36,Starbucks,5800,3255,432,01NOV2024,active,3.74,19
492,위즈덤하우스 아주 작은 습관의 힘 Plus,54,위즈덤하우스,14000,8529,411,31JAN2024,active,3.73,22
493,YES24 역행자 Max,54,YES24,32800,19063,466,25JUN2023,active,4.13,23
494,위즈덤하우스 캠핑 요리 Premium,55,위즈덤하우스,10800,6585,598,21MAR2023,active,3.79,24
495,CJ 샤인머스캣 2kg Lite,28,CJ,3000,1915,247,30OCT2022,active,3.81,16
496,이니스프리 그린티 토너,61,이니스프리,22100,16948,580,06JAN2023,active,4.1,20
497,피죤 섬유유연제 Max,48,피죤,18500,12772,119,05APR2024,active,3.6,15
498,Nescafe 골드 블렌드 Basic,36,Nescafe,2300,1706,66,15DEC2025,active,4.0,15
499,샘표 옥수수,34,샘표,5400,3852,572,27JUL2024,active,4.5,22
500,Downy 주방 세제 Pro,48,Downy,14700,8465,326,08JAN2022,active,3.87,15
501,해커스 영어 회화 100일 Premium,57,해커스,12300,8846,469,23JUL2025,active,4.12,16
502,HP Pavilion Pro,19,HP,539200,330676,492,15MAR2022,discontinued,3.9,20
503,Dell XPS Tower Plus,20,Dell,241600,168393,285,03MAY2022,active,4.25,24
504,롯데 골뱅이 Premium,34,롯데,2200,1382,311,10JAN2025,soldout,4.16,19
505,Twinings 잉글리시 브렉퍼스트,37,Twinings,5200,4053,308,07JAN2024,active,3.76,25
506,교보문고 원씽 Mini,54,교보문고,8400,5129,96,02FEB2023,discontinued,3.8,15
507,나스 리퀴드 라이트닝 Max,64,나스,10000,6142,112,19NOV2025,active,3.7,23
508,코사홀리 이불 세트 Mini,45,코사홀리,18300,13982,455,08JUL2023,active,4.2,20
509,Hisense ULED,25,Hisense,830100,461260,462,02NOV2023,active,4.11,27
510,이마트 소불고기 Plus,30,이마트,3500,2485,131,28MAR2024,active,3.87,31
511,오설록 제주 녹차 Pro,37,오설록,3000,2150,120,05DEC2023,active,4.1,21
512,농심 새우깡 Premium,33,농심,9900,7349,196,05JUN2023,active,4.3,20
513,ASUS ROG Mini,20,ASUS,222400,172164,481,10MAR2022,active,4.08,26
514,GS Fresh 당근 1kg,29,GS Fresh,1800,1393,38,27SEP2023,active,4.2,15
515,문학동네 홈베이킹 기초 Mini,55,문학동네,21600,12204,565,13JUL2024,active,4.06,18
516,Dell XPS,19,Dell,444800,328717,511,14AUG2023,active,4.0,11
517,헤라 블랙 쿠션 Pro,64,헤라,56300,39334,473,26SEP2024,active,4.0,18
518,농협 감자 3kg Premium,29,농협,1500,1048,160,27AUG2025,active,3.85,13
519,Samsung 갤럭시북 Max,19,Samsung,190900,110630,288,01MAR2023,active,4.11,28
520,Apple iPhone Pro,15,Apple,446200,312136,199,05JAN2026,active,4.4,25
521,카터스 맨투맨 Mini,11,카터스,46600,36160,527,25MAR2022,discontinued,4.0,19
522,Corelle 접시 세트 Max,42,Corelle,22200,16865,502,02DEC2025,active,3.89,18
523,Corsair K95,21,Corsair,491300,319836,247,31OCT2024,active,4.11,19
524,Scotch-Brite 수세미 Max,47,Scotch-Brite,14700,8220,382,02JAN2024,active,3.91,23
525,풀무원 양파망 1.8kg,29,풀무원,3700,2343,217,03JAN2023,active,4.35,20
526,Midea 무선청소기 Pro,24,Midea,1149100,850414,86,20MAY2025,active,3.61,18
527,ZARA Culotte Mini,8,ZARA,18700,13302,81,17SEP2023,active,4.05,19
528,한빛미디어 데일 카네기 인간관계론 Plus,54,한빛미디어,18800,12326,61,22AUG2022,active,3.72,25
529,LG gram Mini,19,LG,244500,137573,499,27AUG2022,active,3.91,23
530,동서 현미녹차 100T,37,동서,7100,4602,41,18MAR2024,active,4.17,24
531,Pulmuone 햇반 Lite,32,Pulmuone,2300,1513,11,11JAN2025,active,4.29,21
532,YES24 와인 입문 Premium,55,YES24,21900,16722,114,11DEC2022,active,3.79,19
533,동원 참치캔 Basic,34,동원,5300,3696,217,28JUN2024,active,3.7,27
534,Samsung 세탁기 Plus,24,Samsung,1260200,783441,105,16FEB2023,active,3.74,19
535,설화수 자정 토너 Max,61,설화수,25100,16837,527,02FEB2024,active,4.1,20
536,샤넬 루쥬 코코 Plus,65,샤넬,38300,21646,471,22JUL2022,active,4.74,19
537,라네즈 워터 토너 Premium,61,라네즈,18600,14390,386,06FEB2026,discontinued,3.82,22
538,HyperX Cloud II Max,21,HyperX,372200,235533,225,11SEP2024,active,3.53,15
539,LG생활건강 고무장갑 Premium,47,LG생활건강,14200,9370,480,10NOV2024,discontinued,3.94,18
540,MUJI Wide Pants Max,8,MUJI,15000,9475,407,09OCT2022,active,4.23,22
541,길벗 지적 대화를 위한 넓고 얕은 지식 Plus,54,길벗,9200,6504,456,16MAY2026,active,3.54,13
542,Ottogi 햄 캔 Max,34,Ottogi,7400,5197,20,23DEC2024,soldout,4.11,19
543,메디안 스킨 로션 Max,44,메디안,12200,8717,202,22FEB2023,active,4.0,17
544,Xiaomi Mi Band Lite,17,Xiaomi,309900,189557,416,31OCT2022,active,4.21,19
545,이마트 딸기 500g Mini,28,이마트,2900,1805,415,03DEC2023,active,4.0,21
546,Apple MacBook Mini,19,Apple,290900,168375,447,09MAY2026,discontinued,3.83,24
547,LG Velvet Basic,15,LG,473300,331673,511,22MAR2025,active,4.25,24
548,Apple iPad Basic,16,Apple,577800,323078,84,04SEP2024,active,4.53,15
549,Samsung QLED TV,25,Samsung,126000,86620,166,17OCT2025,active,4.22,18
550,해커스 정보처리기사,58,해커스,28700,21525,383,24MAR2025,soldout,4.11,18
551,뉴발란스키즈 반팔티,11,뉴발란스키즈,81200,61297,467,09MAY2024,active,3.76,21
552,MSI MEG Lite,20,MSI,109200,71338,71,27JUN2024,active,3.57,21
553,라네즈 수분 로션 Basic,62,라네즈,57000,37371,520,28OCT2023,active,4.31,16
554,디올 어딕트 Premium,65,디올,56000,31791,472,27SEP2022,active,4.05,22
555,Xiaomi Redmi,15,Xiaomi,442500,311642,257,30SEP2023,active,4.09,32
556,Neoflam 실리콘 뒤집개,41,Neoflam,6100,4507,274,15JUN2022,active,4.09,23
557,Uniqlo EZY Ankle Plus,4,Uniqlo,66700,40438,19,27JUN2025,active,3.84,19
558,H&M 슬랙스 Pro,8,H&M,31400,20312,489,13NOV2025,active,4.0,18
559,LG생활건강 샴푸 700ml Premium,44,LG생활건강,18500,13744,489,17JUL2024,active,3.85,20
560,시원스쿨 TOEIC 실전,57,시원스쿨,39600,29768,325,23JAN2023,active,4.1,20
561,에듀윌 컴활 1급,58,에듀윌,18000,10906,528,24JAN2026,active,3.9,29
562,CJ 상추 200g,29,CJ,2500,1691,88,18DEC2025,active,4.18,28
563,나이키키즈 반바지 Pro,12,나이키키즈,29600,17590,485,15MAR2022,active,4.16,25
564,Uniqlo Slim Polo Pro,3,Uniqlo,22600,12959,349,21AUG2023,discontinued,4.46,13
565,CJ 포스틱 Lite,33,CJ,6600,5013,83,17APR2026,active,4.25,20
566,LG OLED TV Premium,25,LG,272700,201448,386,20JAN2026,active,4.28,29
567,아디다스키즈 후드 티 Lite,11,아디다스키즈,27300,19787,86,09JUL2023,active,4.14,28
568,녹차원 얼그레이 Max,37,녹차원,1900,1066,306,08MAY2022,active,3.94,18
569,Uniqlo Blouse Pro,7,Uniqlo,33500,24925,153,30DEC2022,discontinued,3.5,16
570,교보문고 백종원의 육아 레시피 Plus,55,교보문고,17500,11388,439,11JUL2023,discontinued,3.89,19
571,DEW E DEW 셔츠 원피스 Basic,9,DEW E DEW,15000,9431,263,16SEP2025,active,3.94,17
572,락앤락 먼지털이 Plus,47,락앤락,15600,10540,420,02SEP2022,active,4.0,17
573,이마트 오이 5개 Basic,29,이마트,4700,2683,492,05FEB2022,active,4.0,17
574,헤라 레조나 토너 Pro,61,헤라,18700,13539,410,05JUN2024,active,3.83,23
575,Tefal 프라이팬 28cm Pro,41,Tefal,45100,30846,172,22OCT2022,active,3.7,23
576,Lenovo ThinkPad Tab Pro,16,Lenovo,786200,466150,3,15JUL2025,active,3.81,21
577,에비앙 750ml Lite,38,에비앙,2200,1305,471,04AUG2025,active,4.17,18
578,GS Fresh 당근 1kg Premium,29,GS Fresh,8800,5212,109,22JAN2024,active,4.08,24
579,에스티로더 어드밴스드 토너 Basic,61,에스티로더,62700,35307,36,06MAR2023,active,4.48,21
580,Columbia 트렌치코트 Premium,5,Columbia,39300,26928,582,31OCT2025,active,3.62,13
581,Lenovo IdeaCentre Lite,20,Lenovo,549500,408432,30,14SEP2022,active,3.86,22
582,한샘 유리컵 6개 Lite,42,한샘,16300,9030,380,20MAR2022,active,3.56,16
583,한우자조금 한우 등심 1++ Mini,30,한우자조금,1500,841,267,25NOV2023,active,3.22,18
584,광주요 도자기 밥공기 Plus,42,광주요,11900,8112,10,15FEB2024,active,4.11,19
585,컬럼비아키즈 트레이닝 팬츠 Plus,12,컬럼비아키즈,31400,23188,343,30APR2022,active,4.3,20
586,입생로랑 뚜쉬 에끌라 Max,64,입생로랑,70100,43823,543,09OCT2022,active,4.12,24
587,이니스프리 그린티 토너,61,이니스프리,36300,22883,568,10JAN2025,active,4.16,25
